date,values
3/3/2025 15:21:42,"{""bot"":""Bot1"",""rt"":30097,""response"":{""q13"":""i mean she took an interest"",""q14"":""she ended or tried to end the convo three timews\n""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":314171}"
3/3/2025 15:21:45,"{""bot"":""Bot1"",""rt"":31380,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""4"",""q5"":""5"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":338616}"
3/3/2025 15:21:45,"{""bot"":""Bot1"",""rt"":17200,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""5"",""q5"":""5"",""q6"":""5""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":326326}"
3/3/2025 15:22:02,"{""bot"":""Bot1"",""rt"":31418,""response"":{""q7"":""5"",""q8"":""5"",""q9"":""5"",""q10"":""3"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":346479}"
3/3/2025 15:22:04,"{""bot"":""Bot1"",""rt"":19472,""response"":{""q7"":""5"",""q8"":""5"",""q9"":""5"",""q10"":""5"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":345800}"
3/3/2025 15:22:09,"{""bot"":""Bot1"",""rt"":29575,""response"":{""q1"":""3"",""q2"":""4"",""q3"":""4"",""q4"":""2"",""q5"":""2"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":249484}"
3/3/2025 15:22:13,"{""bot"":""Bot1"",""rt"":28899,""response"":{""q7"":""5"",""q8"":""4"",""q9"":""5"",""q10"":""4"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":367519}"
3/3/2025 15:22:36,"{""bot"":""Bot1"",""rt"":27701,""response"":{""q7"":""2"",""q8"":""2"",""q9"":""4"",""q10"":""3"",""q11"":""3"",""q12"":""2""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":277222}"
3/3/2025 15:22:47,"{""bot"":""Bot1"",""rt"":19743,""response"":{""q1"":""4"",""q2"":""5"",""q3"":""5"",""q4"":""3"",""q5"":""4"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":254524}"
3/3/2025 15:23:03,"{""bot"":""Bot1"",""rt"":50210,""response"":{""q13"":""I liked how engaged she was in the conversation and I liked talking about my favorite game."",""q14"":""No. it was quite easy.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":417732}"
3/3/2025 15:23:13,"{""bot"":""Bot1"",""rt"":68184,""response"":{""q13"":""I loved that she sounded very interested in what  i had to say and sh mentioned my name a few times"",""q14"":""actually not at all! better than real people""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":413981}"
3/3/2025 15:23:16,"{""bot"":""Bot1"",""rt"":39971,""response"":{""q13"":""That she said \""yum\"" about sweet and sour chicken."",""q14"":""Yeah the bot shut down twice. One of the codes was jXozsAGeDV5f6G7pfGyD.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":317222}"
3/3/2025 15:23:18,"{""bot"":""Bot1"",""rt"":75949,""response"":{""q13"":""I enjoyed the entire conversation. It was really like I was talking to a real person. Especially in the beginning when Hope asked my name. She referred to me by name often throughout our chat. It was like someone was getting to know me with some basic questions. It was a great experience."",""q14"":""No. It went smoothly and the conversation flowed naturally.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":422430}"
3/3/2025 15:23:30,"{""bot"":""Bot1"",""rt"":46518,""response"":{""q7"":""4"",""q8"":""3"",""q9"":""4"",""q10"":""3"",""q11"":""4"",""q12"":""4""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":301043}"
3/3/2025 15:23:49,"{""bot"":""Bot1"",""rt"":18847,""response"":{""q1"":""1"",""q2"":""3"",""q3"":""2"",""q4"":""3"",""q5"":""4"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":265401}"
3/3/2025 15:24:15,"{""bot"":""Bot1"",""rt"":25536,""response"":{""q7"":""3"",""q8"":""2"",""q9"":""2"",""q10"":""3"",""q11"":""1"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":290946}"
3/3/2025 15:24:16,"{""bot"":""Bot1"",""rt"":41725,""response"":{""q13"":""I liked the enthusiasam of the agent!"",""q14"":""I got an error message in the middle of the conversation stating the chat agent was misconfigured.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":342770}"
3/3/2025 15:24:22,"{""bot"":""Bot1"",""rt"":90765,""response"":{""q1"":""2"",""q2"":""5"",""q3"":""5"",""q4"":""4"",""q5"":""5"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":393763}"
3/3/2025 15:24:59,"{""bot"":""Bot2"",""rt"":10599,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":510501}"
3/3/2025 15:25:06,"{""bot"":""Bot2"",""rt"":6733,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""1"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":517237}"
3/3/2025 15:25:20,"{""bot"":""Bot1"",""rt"":65578,""response"":{""q13"":""I barely got to have a conversation. The AI would ask my name and my career and then crash every time."",""q14"":""yes I kept getting errors over and over:\n\nAn error occurred\nThe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: HzsG6pF48T0FiAEUy1Yj""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":356533}"
3/3/2025 15:25:29,"{""bot"":""Bot2"",""rt"":23260,""response"":{""q13"":""n/a - no conversation"",""q14"":""repeatedly received errors when initiating\nThe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: jSpqBEAcoVffI6oeqb5O\nThe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: rcc5NIDd7hx0GvoBhvB4\n\nThe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: nG61aIt3QoIMUDsVzYK9\nThe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: aZdpd8VubK8dSFnBl5Up\nhe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: iHO0gZM8otamXuFfj2MS""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":540499}"
3/3/2025 15:26:41,"{""bot"":""Bot2"",""rt"":14034,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":522097}"
3/3/2025 15:26:50,"{""bot"":""Bot2"",""rt"":8597,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""1"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":530716}"
3/3/2025 15:27:03,"{""bot"":""Bot1"",""rt"":160612,""response"":{""q7"":""3"",""q8"":""4"",""q9"":""5"",""q10"":""1"",""q11"":""4"",""q12"":""4""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":554383}"
3/3/2025 15:27:05,"{""bot"":""Bot2"",""rt"":35230,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":649722}"
3/3/2025 15:27:21,"{""bot"":""Bot2"",""rt"":15342,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""1"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":665066}"
3/3/2025 15:27:36,"{""bot"":""Bot2"",""rt"":46240,""response"":{""q13"":""The bot would not work. It kept getting an error message: RYKKRpitcTXtOAu7ifOr"",""q14"":""It would only say \""Hi, my name is Jessica\"", then it would cut off with an error message. ""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":576985}"
3/3/2025 15:28:09,"{""bot"":""Bot1"",""rt"":17851,""response"":{""q1"":""5"",""q2"":""4"",""q3"":""5"",""q4"":""4"",""q5"":""4"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":209934}"
3/3/2025 15:28:25,"{""bot"":""Bot1"",""rt"":15332,""response"":{""q7"":""5"",""q8"":""4"",""q9"":""3"",""q10"":""4"",""q11"":""3"",""q12"":""4""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":225268}"
3/3/2025 15:28:37,"{""bot"":""Bot1"",""rt"":94306,""response"":{""q13"":""When I was able yo stay connected before being disconnected 2 minutes in "",""q14"":""The connection to the conversation kept on cutting off. Error Conversation ID: vyi0nEBMB5nR5SXuVmUd""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":648699}"
3/3/2025 15:28:38,"{""bot"":""Bot3"",""rt"":7112,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":13,""plugin_version"":null,""time_elapsed"":729429}"
3/3/2025 15:28:44,"{""bot"":""Bot3"",""rt"":5212,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""1"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":14,""plugin_version"":null,""time_elapsed"":734644}"
3/3/2025 15:28:50,"{""bot"":""Bot1"",""rt"":25919,""response"":{""q13"":""I liked how enthusiastic the agent was!"",""q14"":""There was an error mid-conversation stating that the agent was not configured properly.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":251188}"
3/3/2025 15:28:51,"{""bot"":""Bot2"",""rt"":90466,""response"":{""q13"":""I couldn't get through to the agent, Jessica. I would hear her say \""Hi!\"" but then we'd get cut off. "",""q14"":""I tried connecting with the agent, Jessica over 20 times but we kept getting cut off after she said, \""Hi!\"". I copied the error message I received on the last try. Here it is: \nAn error occurred\nThe AI agent you are trying to reach appears to be misconfigured\nConversation ID: tUnkdw49svaHL4bOEpuv""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":755533}"
3/3/2025 15:29:00,"{""bot"":""Bot3"",""rt"":16700,""response"":{""q13"":""n/a no conversation"",""q14"":""conversation id's\n\nRY2kJ1HXKt4dFJh4numO\nnRh3lWFIEmkywm8t62Ku\nDFG5OzpFTmyYttdVVFB7\nnUpFQSEsQnfj0jpgDypq\n9Ei9zbA7ARYwjyrVIDtF""},""trial_type"":""survey-html-form"",""trial_index"":15,""plugin_version"":null,""time_elapsed"":751346}"
3/3/2025 15:29:47,"{""bot"":""Bot1"",""rt"":31014,""response"":{""q1"":""1"",""q2"":""4"",""q3"":""3"",""q4"":""1"",""q5"":""2"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":241342}"
3/3/2025 15:29:58,"{""bot"":""Bot2"",""rt"":9942,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""5"",""q5"":""5"",""q6"":""5""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":819175}"
3/3/2025 15:30:03,"{""bot"":""Bot2"",""rt"":5564,""response"":{""q7"":""5"",""q8"":""5"",""q9"":""5"",""q10"":""5"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":824741}"
3/3/2025 15:30:26,"{""bot"":""Bot1"",""rt"":20167,""response"":{""q1"":""3"",""q2"":""4"",""q3"":""4"",""q4"":""3"",""q5"":""3"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":216042}"
3/3/2025 15:30:29,"{""bot"":""Bot1"",""rt"":41177,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""3"",""q11"":""1"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":282526}"
3/3/2025 15:30:48,"{""bot"":""Bot1"",""rt"":22301,""response"":{""q7"":""3"",""q8"":""3"",""q9"":""3"",""q10"":""2"",""q11"":""4"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":238352}"
3/3/2025 15:30:51,"{""bot"":""Bot1"",""rt"":38046,""response"":{""q1"":""5"",""q2"":""3"",""q3"":""3"",""q4"":""2"",""q5"":""3"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":285416}"
3/3/2025 15:30:52,"{""bot"":""Bot2"",""rt"":48704,""response"":{""q13"":""I love how friendly she was! I couldnt hear everything because the audio was weird but super friendly!"",""q14"":""not at all""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":873443}"
3/3/2025 15:30:52,"{""bot"":""Bot3"",""rt"":12891,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":13,""plugin_version"":null,""time_elapsed"":773136}"
3/3/2025 15:31:03,"{""bot"":""Bot3"",""rt"":11162,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""1"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":14,""plugin_version"":null,""time_elapsed"":784313}"
3/3/2025 15:31:14,"{""bot"":""Bot1"",""rt"":22524,""response"":{""q7"":""3"",""q8"":""2"",""q9"":""3"",""q10"":""3"",""q11"":""3"",""q12"":""2""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":307944}"
3/3/2025 15:31:27,"{""bot"":""Bot1"",""rt"":39228,""response"":{""q13"":""hard to say exactly, but if i had to pick one part it would be when we talked about my cats."",""q14"":""not much comes to mind pertaining to that.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":277593}"
3/3/2025 15:31:32,"{""bot"":""Bot1"",""rt"":58390,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":702666}"
3/3/2025 15:31:45,"{""bot"":""Bot3"",""rt"":41049,""response"":{""q13"":""Again, it would give me an error message. Error code: cPKjuXNkGfemYybGWgok"",""q14"":""It would only say \""Hi my name is Ju\"" and then it would cut off and provide an error code. ""},""trial_type"":""survey-html-form"",""trial_index"":15,""plugin_version"":null,""time_elapsed"":825393}"
3/3/2025 15:31:47,"{""bot"":""Bot1"",""rt"":15727,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""1"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":718470}"
3/3/2025 15:32:02,"{""bot"":""Bot1"",""rt"":92814,""response"":{""q13"":""I didn't get to experience said conversation. All I heard was \""Hello! Really...\"" and then the conversation dropped off"",""q14"":""yes, constant errors that i got when trying to restart the chat with the AI-agent. Here is the last one: An error occurred\nThe AI agent you are trying to reach appears to be misconfigured\n\nConversation ID: CYkPIZ7N6sFWrGwhyu6i""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":375344}"
3/3/2025 15:32:10,"{""bot"":""Bot2"",""rt"":15727,""response"":{""q1"":""5"",""q2"":""4"",""q3"":""4"",""q4"":""4"",""q5"":""3"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":449988}"
3/3/2025 15:32:17,"{""bot"":""Bot3"",""rt"":13491,""response"":{""q1"":""1"",""q2"":""1"",""q3"":""1"",""q4"":""1"",""q5"":""1"",""q6"":""1""},""trial_type"":""survey-html-form"",""trial_index"":13,""plugin_version"":null,""time_elapsed"":960861}"
3/3/2025 15:32:31,"{""bot"":""Bot1"",""rt"":77251,""response"":{""q13"":""There wasn't really a favorite part, we never got that far into the conversation before error message showed up."",""q14"":""Kept receiving an error shortly after conversation started saying that the AI agent you are trying to reach appears to be misconfigured.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":385198}"
3/3/2025 15:32:36,"{""bot"":""Bot2"",""rt"":26358,""response"":{""q7"":""4"",""q8"":""4"",""q9"":""4"",""q10"":""3"",""q11"":""3"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":476347}"
3/3/2025 15:32:41,"{""bot"":""Bot3"",""rt"":24565,""response"":{""q7"":""1"",""q8"":""1"",""q9"":""1"",""q10"":""3"",""q11"":""1"",""q12"":""1""},""trial_type"":""survey-html-form"",""trial_index"":14,""plugin_version"":null,""time_elapsed"":985428}"
3/3/2025 15:33:03,"{""bot"":""Bot2"",""rt"":27100,""response"":{""q13"":""The tone fo the agent was quite nice!"",""q14"":""I again encountered an error mid-conversation stating the agent was misconfigured.""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":503448}"
3/3/2025 15:33:38,"{""bot"":""Bot1"",""rt"":17086,""response"":{""q1"":""2"",""q2"":""4"",""q3"":""4"",""q4"":""2"",""q5"":""2"",""q6"":""3""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":688135}"
3/3/2025 15:34:09,"{""bot"":""Bot3"",""rt"":87554,""response"":{""q13"":""I had no favorite part because I was never able to connect to the chat with Justin. After he would say \""Hi!\"", we would get disconnected."",""q14"":""Yes, it was very frustrating for the chatbot, Justin, to connect. After he would say \""Hi!\"" we would get cut off so there was no conversation between us. I copied the error message I received. Here it is:\nAn error occurred\nThe AI agent you are trying to reach appears to be misconfigured\nConversation ID: qGy7UzaBes7JtVXsyfyE""},""trial_type"":""survey-html-form"",""trial_index"":15,""plugin_version"":null,""time_elapsed"":1072984}"
3/3/2025 15:34:14,"{""bot"":""Bot3"",""rt"":8954,""response"":{""q1"":""4"",""q2"":""4"",""q3"":""4"",""q4"":""4"",""q5"":""3"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":13,""plugin_version"":null,""time_elapsed"":1075328}"
3/3/2025 15:34:16,"{""bot"":""Bot1"",""rt"":56216,""response"":{""q7"":""2"",""q8"":""2"",""q9"":""3"",""q10"":""3"",""q11"":""3"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":744360}"
3/3/2025 15:34:16,"{""bot"":""Bot1"",""rt"":149211,""response"":{""q13"":""HOPE is not workin properly. I sent reasearcher a message with the error I got"",""q14"":""I checked #1 for each question  to get to AI #2. Maybe it works. We see as I continue.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":867688}"
3/3/2025 15:34:23,"{""bot"":""Bot3"",""rt"":8710,""response"":{""q7"":""4"",""q8"":""4"",""q9"":""3"",""q10"":""3"",""q11"":""3"",""q12"":""4""},""trial_type"":""survey-html-form"",""trial_index"":14,""plugin_version"":null,""time_elapsed"":1084040}"
3/3/2025 15:34:40,"{""bot"":""Bot2"",""rt"":181718,""response"":{""q1"":""1"",""q2"":""3"",""q3"":""3"",""q4"":""3"",""q5"":""4"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":1011391}"
3/3/2025 15:34:50,"{""bot"":""Bot1"",""rt"":34550,""response"":{""q13"":""the overzealous use of really."",""q14"":""it kept saying it was having a tech issue.""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":778916}"
3/3/2025 15:34:52,"{""bot"":""Bot2"",""rt"":15261,""response"":{""q1"":""3"",""q2"":""3"",""q3"":""2"",""q4"":""2"",""q5"":""2"",""q6"":""3""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":482266}"
3/3/2025 15:34:59,"{""bot"":""Bot3"",""rt"":36013,""response"":{""q13"":""He was nice, but not as welcoming as the other  ladies"",""q14"":""i didnt feel as comfortable with him""},""trial_type"":""survey-html-form"",""trial_index"":15,""plugin_version"":null,""time_elapsed"":1120051}"
3/3/2025 15:35:07,"{""bot"":""Bot2"",""rt"":15548,""response"":{""q7"":""3"",""q8"":""2"",""q9"":""2"",""q10"":""2"",""q11"":""3"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":497823}"
3/3/2025 15:35:28,"{""bot"":""Bot2"",""rt"":20901,""response"":{""q13"":""we talked about my occupation and \""she\"" understood its a hard job"",""q14"":""n/a""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":518735}"
3/3/2025 15:35:34,"{""bot"":""Bot2"",""rt"":54511,""response"":{""q7"":""1"",""q8"":""4"",""q9"":""4"",""q10"":""4"",""q11"":""4"",""q12"":""4""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":1065919}"
3/3/2025 15:36:45,"{""bot"":""Bot3"",""rt"":21238,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""4"",""q5"":""5"",""q6"":""4""},""trial_type"":""survey-html-form"",""trial_index"":13,""plugin_version"":null,""time_elapsed"":725041}"
3/3/2025 15:36:46,"{""bot"":""Bot2"",""rt"":71530,""response"":{""q13"":""The conversation kept cutting off before we can talk. Conversation ID's: nGKssBtI472TmSWbfi1u, vyi0nEBMB5nR5SXuVmUd"",""q14"":""The conversation kept cutting off ""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":1137459}"
3/3/2025 15:37:06,"{""bot"":""Bot3"",""rt"":21363,""response"":{""q7"":""5"",""q8"":""5"",""q9"":""4"",""q10"":""5"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":14,""plugin_version"":null,""time_elapsed"":746405}"
3/3/2025 15:37:12,"{""bot"":""Bot2"",""rt"":22699,""response"":{""q1"":""4"",""q2"":""5"",""q3"":""4"",""q4"":""5"",""q5"":""4"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":686124}"
3/3/2025 15:37:22,"{""bot"":""Bot2"",""rt"":32203,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""4"",""q5"":""5"",""q6"":""5""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":675506}"
3/3/2025 15:37:34,"{""bot"":""Bot3"",""rt"":28607,""response"":{""q13"":""I liked the agents sense of humor! There was a subtly baseball joke that i actually relly enjoyed!"",""q14"":""No.""},""trial_type"":""survey-html-form"",""trial_index"":15,""plugin_version"":null,""time_elapsed"":775013}"
3/3/2025 15:37:40,"{""bot"":""Bot2"",""rt"":28075,""response"":{""q7"":""2"",""q8"":""3"",""q9"":""4"",""q10"":""3"",""q11"":""4"",""q12"":""3""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":714203}"
3/3/2025 15:37:41,"{""bot"":""Bot2"",""rt"":19899,""response"":{""q7"":""5"",""q8"":""4"",""q9"":""4"",""q10"":""3"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":695408}"
3/3/2025 15:37:47,"{""bot"":""Bot1"",""rt"":23251,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""5"",""q5"":""5"",""q6"":""5""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":418699}"
3/3/2025 15:38:02,"{""bot"":""Bot1"",""rt"":16043,""response"":{""q7"":""5"",""q8"":""5"",""q9"":""5"",""q10"":""5"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":434746}"
3/3/2025 15:38:06,"{""bot"":""Bot1"",""rt"":51920,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""5"",""q5"":""5"",""q6"":""3""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":323836}"
3/3/2025 15:38:15,"{""bot"":""Bot2"",""rt"":14264,""response"":{""q1"":""4"",""q2"":""4"",""q3"":""4"",""q4"":""2"",""q5"":""3"",""q6"":""3""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":982892}"
3/3/2025 15:38:23,"{""bot"":""Bot2"",""rt"":65954,""response"":{""q1"":""5"",""q2"":""5"",""q3"":""5"",""q4"":""3"",""q5"":""4"",""q6"":""3""},""trial_type"":""survey-html-form"",""trial_index"":9,""plugin_version"":null,""time_elapsed"":1114696}"
3/3/2025 15:38:26,"{""bot"":""Bot2"",""rt"":11245,""response"":{""q7"":""2"",""q8"":""2"",""q9"":""2"",""q10"":""2"",""q11"":""2"",""q12"":""2""},""trial_type"":""survey-html-form"",""trial_index"":10,""plugin_version"":null,""time_elapsed"":994147}"
3/3/2025 15:38:28,"{""bot"":""Bot2"",""rt"":46834,""response"":{""q13"":""The natural tone and helpfulness of Jessica was very soothing and comforting"",""q14"":""There was nothing I found challenging about Jessica, she was nice to talk to. And I didn't get error messages this time.""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":742245}"
3/3/2025 15:38:31,"{""bot"":""Bot1"",""rt"":28685,""response"":{""q13"":""when she asked about my TV SHOW"",""q14"":""nothing ""},""trial_type"":""survey-html-form"",""trial_index"":7,""plugin_version"":null,""time_elapsed"":463435}"
3/3/2025 15:38:33,"{""bot"":""Bot1"",""rt"":28179,""response"":{""q7"":""5"",""q8"":""5"",""q9"":""5"",""q10"":""4"",""q11"":""5"",""q12"":""5""},""trial_type"":""survey-html-form"",""trial_index"":6,""plugin_version"":null,""time_elapsed"":352021}"
3/3/2025 15:38:42,"{""bot"":""Bot3"",""rt"":10695,""response"":{""q1"":""3"",""q2"":""4"",""q3"":""4"",""q4"":""4"",""q5"":""3"",""q6"":""3""},""trial_type"":""survey-html-form"",""trial_index"":13,""plugin_version"":null,""time_elapsed"":712299}"
3/3/2025 15:38:52,"{""bot"":""Bot2"",""rt"":25737,""response"":{""q13"":""none, really.  pretty bland."",""q14"":""it did glitch out a couple of times.""},""trial_type"":""survey-html-form"",""trial_index"":11,""plugin_version"":null,""time_elapsed"":1019894}"
3/3/2025 15:39:00,"{""bot"":""Bot1"",""rt"":10027,""response"":{""q1"":""5"",""q2"":""4"",""q3"":""5"",""q4"":""3"",""q5"":""3"",""q6"":""2""},""trial_type"":""survey-html-form"",""trial_index"":5,""plugin_version"":null,""time_elapsed"":212924}"
